,Country/Region,Confirmed,Deaths,Recovered
0,World,4888124,319965.0,1905261.0
1,China,82954,4634.0,78238.0
2,USA,1550294,91981.0,356383.0
3,Russia,290678,2722.0,70209.0
4,Spain,278188,27709.0,196958.0
5,Brazil,255368,16853.0,100459.0
6,UK,246406,34796.0,0.0
7,Italy,225886,32007.0,127326.0
8,France,179927,28239.0,61728.0
9,Germany,177289,8123.0,154600.0
10,Turkey,150593,4171.0,111577.0
11,Iran,122492,7057.0,95661.0
12,India,100328,3156.0,39233.0
13,Peru,94933,2789.0,30306.0
14,Canada,78072,5842.0,39228.0
15,Saudi Arabia,57345,320.0,28748.0
16,Belgium,55559,9080.0,14657.0
17,Mexico,49219,5177.0,33329.0
18,Chile,46059,478.0,20165.0
19,Netherlands,44141,5694.0,0.0
20,Pakistan,42125,903.0,11922.0
21,Qatar,33969,15.0,4899.0
22,Ecuador,33582,2799.0,3433.0
23,Switzerland,30597,1886.0,27600.0
24,Belarus,30572,171.0,10130.0
25,Sweden,30377,3698.0,4971.0
26,Portugal,29209,1231.0,6430.0
27,Singapore,28343,22.0,9835.0
28,Ireland,24200,1547.0,19470.0
29,UAE,24190,224.0,9577.0
30,Bangladesh,23870,349.0,4585.0
31,Poland,18885,936.0,7628.0
32,Ukraine,18616,535.0,5276.0
33,Indonesia,18010,1191.0,4324.0
34,Romania,17036,1120.0,9930.0
35,Israel,16643,276.0,13253.0
36,South Africa,16433,286.0,7298.0
37,Japan,16305,749.0,11564.0
38,Colombia,16295,592.0,3903.0
39,Austria,16269,629.0,14614.0
40,Kuwait,15691,118.0,4339.0
41,Egypt,12764,645.0,3440.0
42,Dominican Republic,12725,434.0,6613.0
43,Philippines,12718,831.0,2729.0
44,S. Korea,11065,263.0,9904.0
45,Denmark,10968,548.0,9301.0
46,Serbia,10699,231.0,4799.0
47,Panama,9606,275.0,6081.0
48,Czechia,8586,297.0,5641.0
49,Argentina,8371,382.0,2625.0
50,Norway,8257,233.0,32.0
51,Algeria,7201,555.0,3625.0
52,Bahrain,7184,12.0,2931.0
53,Afghanistan,7072,173.0,801.0
54,Australia,7060,99.0,6392.0
55,Morocco,6952,192.0,3758.0
56,Malaysia,6941,113.0,5615.0
57,Kazakhstan,6440,35.0,3469.0
58,Finland,6380,300.0,5000.0
59,Nigeria,6175,191.0,1644.0
60,Moldova,6138,217.0,2425.0
61,Ghana,5735,29.0,1754.0
62,Oman,5379,25.0,1496.0
63,Armenia,4823,61.0,2019.0
64,Bolivia,4088,169.0,493.0
65,Luxembourg,3947,107.0,3715.0
66,Iraq,3554,127.0,2310.0
