,Country/Region,Confirmed,Deaths,Recovered
0,China,81008,3255.0,6013
1,Italy,53578,4825.0,42681
2,Spain,25496,1378.0,21993
3,USA,24218,302.0,23745
4,Germany,22364,84.0,22071
5,Iran,20610,1556.0,11419
6,France,14459,562.0,12310
7,S. Korea,8799,102.0,6085
8,Switzerland,6863,80.0,6652
9,UK,5018,233.0,4692
10,Netherlands,3631,136.0,3493
11,Austria,2992,8.0,2975
12,Belgium,2815,67.0,2485
13,Norway,2164,7.0,2151
14,Sweden,1770,20.0,1734
15,Canada,1328,19.0,1295
16,Denmark,1326,13.0,1312
17,Portugal,1280,12.0,1263
18,Malaysia,1183,8.0,1061
19,Brazil,1128,18.0,1108
20,Australia,1072,7.0,1019
21,Japan,1054,36.0,803
22,Czechia,995,0.0,989
23,Turkey,947,21.0,926
24,Israel,883,1.0,846
25,Ireland,785,3.0,777
26,Diamond Princess,712,8.0,137
27,Luxembourg,670,8.0,656
28,Pakistan,645,3.0,629
29,Chile,537,1.0,528
30,Poland,536,5.0,518
31,Ecuador,532,7.0,522
32,Greece,530,13.0,498
33,Finland,523,1.0,512
34,Qatar,481,0.0,454
35,Iceland,473,1.0,467
36,Indonesia,450,38.0,392
37,Singapore,432,2.0,290
38,Thailand,411,1.0,366
39,Saudi Arabia,392,0.0,376
40,Slovenia,383,1.0,382
41,Romania,367,0.0,315
42,India,332,5.0,304
43,Peru,318,5.0,312
44,Bahrain,310,1.0,184
45,Philippines,307,19.0,275
46,Russia,306,1.0,289
47,Estonia,306,0.0,304
48,Egypt,294,10.0,242
49,Hong Kong,273,4.0,171
50,South Africa,240,0.0,238
51,Lebanon,230,4.0,218
52,Iraq,214,17.0,146
53,Croatia,206,1.0,200
54,Mexico,203,2.0,197
55,Panama,200,1.0,198
56,Colombia,196,0.0,195
57,Slovakia,178,0.0,171
58,Kuwait,176,0.0,149
59,Serbia,171,1.0,168
60,Bulgaria,163,3.0,157
61,San Marino,160,20.0,136
62,Armenia,160,0.0,159
63,Argentina,158,4.0,151
64,Taiwan,153,2.0,123
65,UAE,153,2.0,113
66,Algeria,139,15.0,59
67,Latvia,124,0.0,123
68,Costa Rica,117,2.0,113
69,Dominican Republic,112,3.0,109
70,Uruguay,110,0.0,110
71,Hungary,103,4.0,92
72,Jordan,100,0.0,99
73,Lithuania,99,1.0,97
74,Morocco,96,3.0,90
75,Vietnam,94,0.0,77
76,Bosnia and Herzegovina,93,1.0,90
77,Faeroe Islands,92,0.0,89
78,Andorra,88,0.0,87
79,North Macedonia,85,0.0,84
80,Cyprus,84,1.0,80
81,Brunei,83,0.0,82
82,Moldova,80,1.0,78
83,Sri Lanka,77,0.0,74
84,Albania,76,2.0,72
85,Belarus,76,0.0,61
86,Malta,73,0.0,71
87,Venezuela,70,0.0,55
88,Burkina Faso,64,3.0,56
89,Tunisia,60,1.0,58
90,Guadeloupe,56,1.0,55
91,Senegal,56,0.0,51
