,Country/Region,Confirmed,Deaths,Recovered
0,USA,161088,2968.0,152875
1,Italy,101739,11591.0,75528
2,Spain,87956,7716.0,63460
3,Germany,66885,645.0,52740
4,France,44550,3024.0,33599
5,Iran,41495,2757.0,24827
6,UK,22141,1408.0,20598
7,Switzerland,15922,359.0,13740
8,Belgium,11899,513.0,9859
9,Netherlands,11750,864.0,10636
10,Turkey,10827,168.0,10497
11,S. Korea,9661,158.0,4275
12,Austria,9597,108.0,8853
13,Canada,7427,86.0,6248
14,Portugal,6408,140.0,6225
15,Israel,4695,16.0,4518
16,Brazil,4579,159.0,4300
17,Norway,4445,32.0,4401
18,Australia,4359,18.0,4097
19,Sweden,4028,146.0,3866
20,Czechia,2976,23.0,2928
21,Ireland,2910,54.0,2851
22,Malaysia,2626,37.0,2110
23,Denmark,2577,77.0,2499
24,Chile,2449,8.0,2285
25,Romania,2109,65.0,1835
26,Poland,2055,31.0,2017
27,Luxembourg,1988,22.0,1926
28,Ecuador,1962,60.0,1899
29,Japan,1866,54.0,1388
30,Russia,1836,9.0,1761
31,Pakistan,1717,21.0,1620
32,Philippines,1546,78.0,1426
33,Thailand,1524,9.0,1286
34,Saudi Arabia,1453,8.0,1330
35,Indonesia,1414,122.0,1217
36,Finland,1352,13.0,1329
37,South Africa,1326,3.0,1292
38,India,1251,32.0,1117
39,Greece,1212,43.0,1117
40,Iceland,1086,2.0,927
41,Mexico,993,20.0,938
42,Panama,989,24.0,961
43,Peru,950,24.0,873
44,Dominican Republic,901,42.0,855
45,Singapore,879,3.0,648
46,Argentina,820,23.0,569
47,Colombia,798,12.0,771
48,Croatia,790,6.0,717
49,Serbia,785,16.0,727
50,Slovenia,756,11.0,735
51,Estonia,715,3.0,692
52,Diamond Princess,712,10.0,99
53,Qatar,693,1.0,641
54,Egypt,656,41.0,465
55,Hong Kong,642,4.0,520
56,Iraq,630,46.0,432
57,UAE,611,5.0,545
58,New Zealand,589,1.0,525
59,Algeria,584,35.0,512
60,Morocco,556,33.0,508
61,Ukraine,548,13.0,527
62,Bahrain,515,4.0,232
63,Lithuania,491,7.0,477
64,Armenia,482,3.0,449
65,Hungary,447,15.0,398
66,Lebanon,446,11.0,400
67,Latvia,376,0.0,375
68,Andorra,370,8.0,352
69,Bosnia and Herzegovina,368,10.0,341
70,Bulgaria,359,8.0,334
71,Slovakia,336,0.0,329
72,Costa Rica,330,2.0,324
73,Tunisia,312,8.0,302
74,Uruguay,310,1.0,309
75,Taiwan,306,5.0,262
76,Kazakhstan,302,1.0,280
77,Moldova,298,2.0,281
78,North Macedonia,285,7.0,266
79,Azerbaijan,273,4.0,243
80,Jordan,268,5.0,237
81,Kuwait,266,0.0,194
82,Burkina Faso,246,12.0,203
83,San Marino,230,25.0,192
84,Cyprus,230,7.0,201
85,Réunion,224,0.0,223
86,Albania,223,11.0,168
87,Vietnam,203,0.0,148
88,Oman,179,0.0,150
89,Afghanistan,170,4.0,164
90,Cuba,170,4.0,162
91,Ivory Coast,168,1.0,161
92,Faeroe Islands,168,0.0,98
93,Senegal,162,0.0,135
94,Malta,156,0.0,154
95,Ghana,152,5.0,145
96,Belarus,152,0.0,120
97,Uzbekistan,149,2.0,140
98,Channel Islands,141,2.0,139
99,Honduras,139,7.0,129
100,Cameroon,139,6.0,128
101,Venezuela,135,3.0,93
102,Nigeria,131,2.0,121
103,Mauritius,128,3.0,125
104,Brunei,127,1.0,88
105,Sri Lanka,122,2.0,105
106,Palestine,116,1.0,97
107,Cambodia,107,0.0,86
108,Guadeloupe,106,4.0,85
109,Georgia,103,0.0,83
110,Bolivia,97,4.0,93
111,Kyrgyzstan,94,0.0,91
112,Martinique,93,1.0,92
113,Montenegro,91,1.0,90
114,Trinidad and Tobago,82,3.0,78
115,Mayotte,82,0.0,72
